Flow_Rate,Suction_Pressure,Discharge_Pressure,Vibration_RMS,Bearing_Temperature,Motor_Power,Fluid_Temperature,Cavitation_Index,Pump_Failure
231.34,3.23,11.95,3.4,54.35,44.33,39.66,1.73,0
217.41,2.32,11.87,5.62,31.11,50.38,39.7,0.84,0
264.15,1.39,11.48,2.59,63.96,41.11,43.32,0.9,0
233.85,2.31,11.03,2.51,55.01,85.29,49.21,1.54,0
282.84,2.81,9.94,8.07,38.65,34.86,30.37,0.75,1
208.1,2.74,7.96,2.45,51.43,79.81,53.05,1.85,0
251.94,3.58,15.51,2.83,53.77,67.08,52.44,2.19,0
280.91,1.99,10.77,4.68,66.35,46.86,33.68,0.84,0
157.06,2.53,11.68,2.19,66.01,40.93,57.59,1.84,0
345.47,2.08,11.66,4.03,67.94,59.43,38.27,0.99,0
237.26,1.57,14.74,3.19,59.51,56.63,45.67,0.89,0
158.87,3.03,16.83,0.9,47.16,65.93,35.38,3.53,0
257.11,2.78,12.4,0.4,44.11,27.01,48.19,4.0,0
251.5,2.67,11.61,0.57,46.59,57.17,35.55,3.66,0
246.31,2.76,9.19,2.17,54.21,46.85,41.6,2.01,0
294.6,2.09,8.39,4.5,54.7,79.15,15.0,0.91,0
283.64,1.9,7.57,1.9,67.35,66.14,35.28,1.5,0
263.4,2.52,10.01,1.89,51.95,52.39,34.35,2.01,0
270.26,3.2,6.77,1.56,30.72,81.32,21.09,2.85,0
245.3,3.46,14.7,1.33,40.69,53.46,47.68,3.35,0
329.9,2.98,13.06,10.53,43.29,58.44,36.14,0.63,1
183.44,2.52,11.37,2.41,43.28,64.06,21.82,1.72,0
256.28,2.66,14.77,1.31,25.0,73.64,46.02,2.6,0
252.93,2.51,9.32,2.35,73.83,60.18,50.89,1.74,0
286.6,1.88,9.95,2.54,28.81,81.31,38.66,1.24,0
212.03,2.51,7.17,0.93,48.12,53.97,24.9,2.89,0
171.53,1.7,13.94,5.2,62.9,45.29,21.16,0.66,0
257.06,2.43,9.97,1.54,62.08,83.89,27.75,2.17,0
262.66,3.48,12.04,5.11,37.36,55.3,31.7,1.37,0
317.03,2.99,14.51,1.37,69.48,68.9,57.1,2.86,0
192.83,1.95,15.43,1.12,67.73,71.52,37.96,2.05,0
301.96,2.46,11.93,6.16,52.82,91.24,27.27,0.83,1
356.53,2.0,12.96,5.31,55.33,55.54,33.85,0.76,0
233.0,2.46,9.74,1.51,44.04,67.92,50.71,2.23,0
191.91,3.12,16.21,1.33,58.03,48.26,45.55,3.03,0
231.69,2.89,11.58,3.22,57.71,52.78,40.47,1.62,0
250.63,3.99,12.2,0.73,49.16,48.63,38.31,4.0,0
275.37,3.22,10.98,2.8,62.75,72.7,40.04,1.99,0
223.39,2.62,15.0,4.74,58.98,73.8,41.56,1.09,0
319.98,2.91,12.5,1.57,93.56,65.53,38.06,2.57,0
199.85,2.38,13.9,4.87,44.18,48.36,41.02,0.97,0
171.74,1.82,12.88,4.37,70.99,50.24,36.99,0.81,0
299.8,3.28,11.45,2.92,44.77,49.47,31.44,1.97,0
147.64,3.11,14.32,8.18,61.33,65.35,37.36,0.82,1
240.81,2.36,12.86,0.74,25.0,36.28,43.3,2.96,0
390.3,2.66,9.6,0.74,48.85,54.05,32.72,3.34,0
249.46,3.24,9.53,4.8,60.66,39.91,44.21,1.34,0
199.57,3.01,12.37,0.73,57.88,67.6,48.3,3.8,0
247.42,1.62,14.27,1.86,30.94,45.13,43.41,1.3,0
247.71,2.65,16.1,2.33,50.06,89.37,34.38,1.85,0
257.23,2.4,7.56,4.65,72.72,75.68,40.96,1.02,0
279.8,3.17,12.06,2.18,67.35,58.66,41.53,2.31,0
203.24,3.12,13.22,0.61,66.53,66.2,41.99,4.0,0
325.94,3.29,12.74,3.2,83.23,67.03,54.9,1.85,0
261.03,1.83,14.52,3.4,34.06,45.6,28.42,0.98,0
282.71,2.03,13.64,2.12,50.27,78.57,42.07,1.5,0
221.73,3.17,9.54,1.62,55.37,58.56,36.0,2.76,0
307.89,2.15,9.46,4.17,46.23,48.48,27.54,0.99,0
238.43,1.59,12.78,2.78,56.5,68.12,27.42,0.99,0
262.49,2.82,14.48,1.96,70.61,43.16,48.77,2.2,0
208.01,2.17,12.36,4.63,56.32,69.84,25.96,0.92,0
205.14,3.57,8.06,1.94,28.55,65.15,42.99,2.8,0
280.97,2.68,9.38,2.1,63.12,50.25,41.31,2.0,0
230.04,2.6,13.73,1.11,54.82,74.35,31.42,2.76,0
211.58,2.28,11.13,4.36,28.85,70.58,48.36,1.01,0
221.06,3.45,12.29,1.89,47.61,55.17,28.18,2.75,0
281.45,2.72,14.66,1.38,34.17,68.09,34.51,2.58,0
221.69,2.25,8.99,3.61,51.55,40.02,29.09,1.16,0
244.71,2.02,10.96,1.03,48.95,67.37,47.65,2.22,0
250.68,2.46,10.69,2.28,36.7,38.12,51.84,1.74,0
163.72,1.91,12.89,2.18,58.01,61.93,42.49,1.39,0
183.8,3.12,13.93,4.37,42.01,70.34,65.39,1.39,0
265.13,1.41,8.3,1.99,70.89,65.08,44.46,1.09,0
216.83,2.42,11.99,4.09,57.02,83.3,46.32,1.13,0
297.55,2.87,14.17,2.65,51.87,48.1,50.07,1.84,0
293.51,2.71,7.36,1.67,70.05,66.13,33.28,2.32,0
282.36,2.07,11.84,8.74,58.12,28.01,44.08,0.52,1
331.89,2.9,8.96,2.24,59.16,52.32,30.33,2.07,0
246.26,1.97,10.4,4.22,54.22,55.46,26.82,0.9,0
279.2,2.49,5.74,1.76,51.24,83.51,50.92,2.07,0
223.7,2.89,15.48,0.4,59.85,59.65,31.5,4.0,0
360.36,2.78,11.11,2.91,73.29,73.7,41.83,1.67,0
339.26,2.09,9.98,0.48,25.0,46.43,56.32,3.03,0
250.53,3.22,12.82,1.87,77.42,55.01,21.89,2.58,0
267.4,2.55,9.39,1.93,42.9,47.45,46.51,2.01,0
311.17,2.95,9.16,0.4,57.31,45.09,39.78,4.0,0
243.38,3.42,15.78,2.14,34.4,46.12,39.3,2.52,0
220.45,3.17,16.52,1.82,72.9,50.79,40.6,2.58,0
289.33,3.17,10.52,1.65,38.41,90.64,40.18,2.73,0
253.53,2.62,14.67,1.38,68.47,59.12,45.23,2.48,0
258.23,2.98,12.89,1.8,52.11,39.71,29.49,2.44,0
212.46,2.63,8.47,2.96,53.05,52.14,45.02,1.56,0
172.7,1.77,9.68,5.54,39.89,75.25,28.72,0.65,0
260.63,2.68,15.88,2.69,69.63,49.47,61.04,1.7,0
290.72,2.65,8.43,3.41,53.23,82.31,38.95,1.42,0
239.84,2.85,17.7,0.94,63.61,75.44,41.79,3.25,0
314.64,2.42,10.57,6.21,30.2,57.09,57.71,0.81,0
218.32,2.04,15.95,0.62,44.31,50.16,32.25,2.73,0
202.54,2.89,11.24,3.9,58.01,45.74,39.89,1.4,0
246.97,1.71,14.0,0.7,36.07,62.89,25.9,2.2,0
246.28,3.38,15.49,0.4,59.34,66.22,30.3,4.0,0
284.65,2.36,15.47,0.46,47.06,80.1,25.76,3.46,0
215.13,2.65,10.54,7.49,45.67,65.35,47.98,0.76,1
311.56,2.84,9.86,1.53,61.15,54.71,45.69,2.55,0
338.51,2.85,11.8,2.79,57.05,80.62,35.63,1.77,0
248.24,1.65,8.75,1.7,41.51,72.29,34.93,1.4,0
306.24,2.99,12.6,0.79,68.48,49.69,49.71,3.66,0
202.46,2.68,9.95,3.39,61.07,58.75,39.95,1.45,0
298.38,2.12,14.71,2.48,30.83,69.91,31.33,1.42,0
297.13,2.05,10.57,1.58,51.36,64.57,50.73,1.81,0
288.85,2.3,7.64,1.81,59.48,44.88,38.59,1.88,0
249.3,1.72,15.5,0.89,53.67,62.64,46.77,2.01,0
117.06,3.53,12.46,3.86,25.0,49.87,40.72,1.73,0
221.12,3.39,12.07,1.54,55.76,60.95,60.78,3.04,0
221.83,2.77,14.74,2.56,64.09,40.51,37.93,1.82,0
205.98,2.37,14.18,1.04,54.02,46.64,19.92,2.58,0
255.5,2.38,10.1,0.45,55.67,91.48,37.72,3.5,0
231.15,2.95,10.88,2.46,67.24,53.61,42.66,1.99,0
212.89,3.55,9.22,2.37,35.99,76.7,44.6,2.46,0
202.35,2.16,8.34,2.12,63.84,58.11,48.09,1.6,0
217.8,1.83,13.45,2.98,59.08,41.96,34.19,1.08,0
300.47,3.43,12.98,1.45,35.52,43.8,55.64,3.18,0
220.25,1.43,13.9,1.49,63.37,48.11,49.65,1.3,0
226.83,1.89,15.2,6.0,76.67,92.19,41.31,0.65,1
229.45,2.35,13.94,1.17,59.01,56.53,33.06,2.43,0
265.25,1.56,14.16,1.66,61.65,62.72,59.28,1.34,0
270.53,3.17,6.81,3.87,42.22,70.23,47.29,1.55,0
112.99,3.01,11.23,3.2,47.58,67.57,35.08,1.69,0
295.97,2.16,14.41,1.91,42.79,72.97,54.02,1.7,0
314.64,3.27,9.08,1.71,59.75,52.12,42.2,2.76,0
202.74,3.37,12.23,1.32,48.78,42.24,55.09,3.28,0
206.25,2.43,13.3,3.05,48.04,45.83,31.57,1.41,0
229.74,2.23,13.11,2.63,63.44,37.02,38.0,1.44,0
215.98,3.86,12.92,0.86,75.04,52.2,53.82,4.0,0
260.08,2.93,13.5,3.01,53.95,10.0,33.31,1.72,0
162.41,2.65,12.45,3.06,36.1,70.87,37.47,1.54,0
199.69,3.32,8.34,2.17,55.48,68.58,15.0,2.43,0
319.26,2.68,13.27,1.93,57.3,45.37,44.12,2.11,0
208.23,2.2,12.71,6.91,64.98,39.35,51.54,0.67,0
305.95,2.55,8.38,1.9,51.12,82.92,30.79,2.02,0
265.99,3.12,15.45,1.6,65.57,74.5,44.48,2.74,0
168.58,1.3,13.33,2.76,63.73,56.14,34.59,0.81,0
278.59,2.33,8.55,1.35,51.42,49.87,24.91,2.24,0
244.7,3.33,9.96,2.2,64.84,60.57,36.75,2.41,0
229.5,2.19,10.59,2.87,66.16,38.39,34.25,1.33,0
261.02,3.43,10.59,6.06,41.91,64.39,41.27,1.17,0
271.36,3.35,12.73,2.24,66.52,41.97,36.94,2.4,0
281.84,2.46,9.56,3.02,53.56,24.14,53.37,1.44,0
303.02,2.16,14.82,1.49,52.03,47.79,34.42,1.97,0
268.37,2.33,14.61,3.39,53.7,44.77,38.71,1.25,0
188.1,4.1,13.55,3.61,69.89,87.1,42.4,2.11,0
228.69,3.62,12.11,3.5,69.86,85.12,39.49,1.91,0
382.44,2.58,14.34,2.04,60.72,43.26,34.64,1.95,0
282.6,2.14,11.31,2.23,58.24,58.5,40.51,1.53,0
356.62,2.57,10.19,2.18,53.75,50.16,45.25,1.87,0
312.79,2.65,14.98,0.87,87.38,87.57,48.99,3.12,0
260.88,1.75,12.79,2.84,46.78,32.7,18.82,1.07,0
263.56,2.55,10.29,0.81,49.63,66.98,45.07,3.09,0
248.35,3.29,10.96,2.32,58.63,79.17,33.26,2.31,0
171.8,1.42,10.16,2.03,44.12,51.81,51.58,1.08,0
250.81,3.0,17.06,4.16,67.59,60.35,49.32,1.39,0
304.48,3.32,12.01,1.95,37.34,75.8,49.26,2.6,0
223.02,2.16,12.39,5.23,46.43,43.4,34.16,0.83,0
268.54,3.52,13.8,1.77,50.18,69.55,26.07,2.91,0
288.32,2.09,8.96,0.84,42.94,36.77,52.71,2.5,0
209.06,2.76,14.74,0.4,67.49,36.07,51.69,4.0,0
229.69,2.32,10.48,5.48,39.22,72.76,19.96,0.86,0
204.19,2.32,16.58,0.73,43.44,45.5,53.75,2.93,0
213.0,2.13,11.22,2.07,46.88,62.69,43.55,1.6,0
192.06,2.92,14.59,0.97,65.12,42.33,41.32,3.29,0
209.48,3.01,5.76,3.53,72.43,64.21,31.78,1.57,0
313.88,2.46,9.06,1.83,61.27,35.11,50.14,2.0,0
208.8,1.68,11.27,0.4,39.24,79.43,35.4,2.55,0
255.69,2.74,6.92,5.4,47.56,72.2,35.35,1.03,0
227.37,2.75,13.5,1.14,73.86,50.98,18.64,2.88,0
303.05,2.37,12.78,2.12,55.35,32.05,32.56,1.76,0
309.0,3.62,9.52,2.02,37.65,56.93,30.08,2.77,0
288.88,1.56,11.96,0.74,81.33,54.62,19.23,1.96,0
263.78,1.17,14.02,3.78,48.16,51.83,55.59,0.58,0
239.6,2.06,6.74,0.76,54.14,75.76,38.75,2.57,0
196.37,2.93,8.82,5.44,46.78,78.2,25.74,1.09,0
337.46,1.87,11.16,2.22,43.53,66.41,30.36,1.34,0
215.81,1.91,12.06,1.73,70.55,82.36,34.19,1.61,0
279.86,3.07,11.85,2.02,57.35,17.95,34.04,2.35,0
297.68,2.78,14.22,1.59,58.78,55.44,48.01,2.45,0
225.01,2.73,13.19,2.63,39.65,54.72,37.31,1.76,0
296.71,2.97,13.74,0.79,51.41,72.63,40.99,3.65,0
284.39,2.24,8.53,5.74,47.54,55.22,37.35,0.8,0
327.76,2.27,12.36,1.98,45.09,68.33,51.63,1.76,0
228.88,2.99,11.23,2.12,60.61,52.78,53.78,2.22,0
192.14,1.69,15.66,1.53,50.95,49.89,38.66,1.52,0
227.25,1.21,12.44,2.75,63.31,72.02,30.54,0.76,0
259.4,2.24,10.33,2.83,63.65,59.97,38.9,1.37,0
252.62,3.06,14.13,2.99,49.78,64.61,15.0,1.8,0
232.3,2.65,13.41,0.8,60.45,41.4,43.14,3.23,0
164.09,3.01,9.95,0.59,49.45,70.17,26.41,4.0,0
271.17,1.29,11.13,4.07,45.55,43.84,37.79,0.61,0
338.76,2.69,11.17,4.86,42.28,85.7,44.72,1.1,0
270.89,2.89,15.07,0.88,56.03,56.15,34.3,3.39,0
277.41,1.69,12.51,1.16,46.1,53.79,35.62,1.75,0
275.76,3.02,13.82,0.55,71.54,73.38,42.58,4.0,0
267.87,2.43,10.77,2.53,74.51,59.22,34.42,1.61,0
291.92,4.34,12.84,1.46,60.7,70.76,49.24,4.0,0
267.79,1.19,15.26,0.72,57.92,55.52,47.73,1.52,0
235.93,3.32,11.1,0.4,55.22,70.7,45.67,4.0,0
214.18,2.26,12.29,1.18,83.48,58.85,33.7,2.33,0
238.8,1.53,8.59,1.72,78.55,73.0,45.73,1.29,0
264.14,2.18,10.09,0.54,52.54,77.26,32.57,3.06,0
235.78,2.67,11.16,0.86,52.61,36.23,39.13,3.16,0
264.15,3.12,9.35,5.2,58.92,65.37,15.0,1.21,0
269.76,3.53,15.3,0.57,40.84,87.44,51.57,4.0,0
287.49,3.35,9.9,1.28,33.4,69.27,57.27,3.31,0
307.73,1.92,13.97,1.24,38.94,96.58,42.25,1.93,0
253.51,3.18,12.47,3.48,51.38,46.08,24.18,1.68,0
191.15,2.73,12.08,0.4,43.66,63.87,37.82,4.0,0
234.47,2.11,15.72,3.29,72.46,67.31,40.71,1.16,0
251.98,2.37,6.35,7.54,37.37,52.1,40.16,0.67,1
167.39,2.07,11.51,2.06,38.97,41.47,65.41,1.57,0
312.49,2.52,9.3,3.44,32.99,92.55,37.55,1.34,0
256.41,2.06,7.1,4.17,47.26,76.83,34.23,0.95,0
267.16,1.88,9.01,1.95,50.22,68.37,41.63,1.47,0
311.45,2.79,12.04,1.1,54.05,60.72,38.57,2.97,0
221.64,2.88,10.19,1.81,54.58,62.11,32.51,2.35,0
275.83,2.39,14.24,2.88,47.54,69.42,22.38,1.45,0
245.06,3.32,11.47,1.23,42.37,81.64,47.32,3.34,0
241.72,2.34,11.19,0.4,60.03,49.4,31.36,3.55,0
215.25,2.32,11.2,0.87,44.2,61.58,29.94,2.74,0
324.95,2.9,11.75,2.28,64.37,54.45,31.89,2.05,0
233.1,2.42,10.95,2.2,37.21,44.15,25.38,1.75,0
281.48,2.55,9.87,0.82,46.02,50.79,46.56,3.09,0
165.62,0.99,14.47,1.28,79.51,63.24,45.22,0.98,0
303.1,2.51,10.44,0.4,81.14,55.51,41.9,3.8,0
297.35,1.4,11.04,1.66,38.67,60.41,47.1,1.21,0
254.38,1.77,13.07,1.34,69.49,70.87,44.32,1.71,0
239.79,1.7,12.8,1.48,74.36,77.33,45.88,1.55,0
268.0,1.87,9.77,7.25,67.76,99.81,58.24,0.55,1
353.0,2.17,13.89,2.07,54.2,71.57,49.82,1.63,0
170.65,2.21,13.34,0.58,31.84,50.75,41.76,3.01,0
285.19,2.9,12.44,2.47,56.02,76.54,30.66,1.95,0
208.98,2.63,10.92,1.5,59.94,55.23,24.04,2.39,0
249.1,1.36,10.98,1.01,57.86,49.51,22.41,1.5,0
238.85,2.55,11.5,1.78,60.72,69.34,49.46,2.11,0
230.73,2.69,8.92,4.69,45.25,81.21,34.42,1.13,0
249.53,2.3,11.9,0.4,49.19,50.92,40.79,3.49,0
198.96,2.46,14.23,0.4,26.27,64.73,30.47,3.73,0
296.31,2.61,14.19,1.06,65.68,66.85,62.06,2.83,0
169.26,2.96,11.05,1.62,44.23,45.77,22.04,2.58,0
274.29,1.56,14.66,1.43,52.01,38.53,41.39,1.45,0
235.31,2.35,16.76,1.38,58.04,38.96,36.41,2.24,0
197.31,3.41,11.21,1.08,48.27,79.18,40.18,3.65,0
259.11,3.35,13.73,3.66,42.13,53.04,36.79,1.7,0
179.94,3.01,6.34,2.23,58.07,50.55,31.09,2.16,0
251.79,2.82,8.85,4.16,33.6,64.78,28.82,1.3,0
185.97,3.49,12.23,0.4,64.2,79.51,60.48,4.0,0
270.76,3.65,9.48,1.34,62.93,42.53,37.02,3.53,0
208.4,2.42,17.1,2.09,48.4,31.68,43.42,1.81,0
229.71,1.92,13.49,0.6,49.07,82.13,24.06,2.6,0
263.23,2.34,14.41,1.44,43.15,67.71,18.83,2.17,0
215.24,4.36,11.93,2.63,50.41,43.91,33.23,2.81,0
247.39,1.56,9.49,4.97,52.59,53.43,48.73,0.63,0
181.88,2.22,10.7,4.88,51.18,44.96,40.28,0.9,0
278.39,1.65,12.64,4.45,72.38,69.6,34.6,0.72,0
329.42,2.57,10.41,5.42,34.01,75.34,44.3,0.96,0
375.65,1.78,13.68,0.4,44.1,70.04,34.5,2.69,0
254.1,2.43,13.78,0.4,63.78,62.5,53.77,3.69,0
285.47,1.33,12.01,1.3,79.66,65.67,54.18,1.31,0
169.87,2.87,7.44,0.66,44.63,48.87,34.23,3.75,0
317.62,3.23,16.29,2.29,67.15,53.34,32.23,2.28,0
284.93,2.27,11.47,6.8,41.2,60.09,39.27,0.7,0
228.22,2.42,18.77,0.4,50.33,55.85,44.27,3.67,0
305.67,2.4,13.63,1.12,55.12,60.01,37.26,2.53,0
238.55,2.61,11.48,1.65,46.71,35.74,50.46,2.25,0
229.39,2.48,13.12,0.4,49.97,73.22,42.66,3.75,0
271.39,2.96,6.95,3.12,38.64,43.92,50.88,1.7,0
202.15,3.24,14.57,1.86,63.09,28.38,28.78,2.61,0
295.97,2.01,18.42,1.23,44.22,49.27,34.07,2.03,0
202.48,2.31,6.78,2.51,47.03,56.77,45.33,1.54,0
202.75,3.04,11.28,3.42,45.62,90.27,40.53,1.63,0
209.06,1.65,11.74,2.14,46.25,52.67,38.12,1.21,0
284.18,1.32,14.19,2.21,56.73,63.15,34.81,0.95,0
222.25,2.64,17.26,1.82,55.75,64.81,40.87,2.15,0
189.34,2.8,12.96,2.3,85.22,37.28,54.28,1.97,0
222.74,2.07,17.35,3.96,52.06,58.42,19.91,0.99,0
248.56,2.15,12.43,7.0,53.79,56.03,38.48,0.65,0
196.86,2.04,13.13,8.75,71.04,61.25,38.92,0.51,1
198.17,1.98,12.82,2.21,57.7,66.35,29.13,1.43,0
345.01,2.92,15.05,2.23,53.82,72.76,38.44,2.09,0
211.27,1.79,10.94,4.19,53.4,47.15,23.61,0.82,0
235.46,2.34,14.05,0.81,57.33,67.25,34.16,2.84,0
233.47,1.96,8.92,5.85,66.7,49.07,37.32,0.69,0
231.04,1.63,11.29,2.1,71.14,46.35,39.95,1.21,0
277.96,3.02,10.41,0.55,67.38,86.29,58.75,4.0,0
292.67,2.19,12.22,0.4,60.6,32.8,31.84,3.32,0
236.23,2.61,11.21,1.07,57.53,52.25,26.75,2.82,0
194.36,1.6,14.83,1.31,79.46,63.33,49.92,1.56,0
307.35,2.05,9.8,2.2,49.31,51.01,15.0,1.49,0
245.71,2.95,7.67,4.44,63.38,62.26,33.81,1.3,0
327.86,4.05,8.61,2.62,69.09,39.86,36.74,2.62,0
148.95,1.31,14.49,3.52,67.53,32.32,30.59,0.69,0
258.79,2.38,9.58,2.96,45.85,46.88,39.05,1.41,0
336.34,2.75,12.99,0.52,88.78,62.28,33.51,3.87,0
234.1,2.13,11.26,1.71,75.05,57.43,22.59,1.8,0
239.85,3.01,14.06,0.68,67.72,69.54,46.18,3.9,0
263.3,1.98,11.42,1.86,42.92,38.63,46.57,1.59,0
224.85,2.59,18.91,1.6,66.76,51.37,30.13,2.27,0
235.96,2.19,16.75,1.46,27.26,58.92,34.59,2.02,0
234.8,3.23,11.21,4.32,52.21,45.47,58.56,1.45,0
221.77,2.09,10.87,2.47,56.28,62.07,44.48,1.41,0
305.3,2.29,19.83,5.39,49.61,55.78,40.0,0.86,1
270.75,3.07,9.3,1.37,74.0,67.3,56.17,2.93,0
261.28,1.88,11.86,0.95,56.25,64.33,23.78,2.14,0
286.39,2.54,12.06,0.67,43.47,32.2,19.67,3.31,0
238.1,1.41,11.99,3.67,64.04,82.09,41.67,0.71,1
215.16,1.85,7.65,1.22,59.78,27.42,48.4,1.87,0
222.88,2.73,13.24,1.81,33.96,36.72,22.89,2.23,0
250.08,1.91,9.57,5.01,71.06,58.88,27.0,0.76,0
202.34,2.17,15.59,3.6,56.22,64.44,47.93,1.12,0
227.49,2.8,8.36,0.55,66.82,55.77,28.48,3.88,0
226.77,2.15,12.15,2.9,59.93,51.87,37.44,1.3,0
345.61,2.99,6.46,2.2,50.96,58.77,42.1,2.17,0
125.18,2.63,6.61,5.18,60.09,67.91,49.55,1.02,0
241.92,2.76,9.9,1.4,53.79,42.8,36.94,2.6,0
327.66,3.24,10.25,2.07,58.49,43.29,44.92,2.45,0
255.48,2.69,15.66,4.83,62.22,47.02,27.6,1.11,0
283.9,3.42,11.9,1.83,56.76,79.8,45.89,2.78,0
254.49,3.05,15.23,2.15,60.58,65.59,30.91,2.24,0
219.97,2.19,11.05,2.26,50.54,68.59,26.19,1.56,0
149.11,3.28,13.52,4.62,48.14,83.87,60.65,1.4,0
259.25,2.66,10.19,0.92,64.3,71.81,58.3,3.06,0
215.1,2.26,10.02,5.24,72.4,62.35,41.48,0.87,0
213.98,2.67,7.45,2.19,48.79,83.37,55.47,1.94,0
227.55,3.17,12.84,8.9,58.78,45.42,36.74,0.78,1
328.52,2.77,12.66,6.0,38.09,56.02,38.64,0.96,0
358.22,3.59,13.94,2.28,76.66,77.34,38.23,2.54,0
259.77,3.15,12.54,1.88,68.75,27.09,30.87,2.52,0
229.09,2.81,17.07,1.19,47.99,48.05,16.56,2.88,0
197.02,1.88,12.44,1.59,50.77,71.84,36.91,1.66,0
271.08,2.39,14.48,0.57,69.51,61.6,53.02,3.29,0
330.23,2.54,11.19,0.4,57.11,67.71,42.76,3.85,0
238.87,2.92,9.73,5.48,62.59,31.25,48.15,1.08,0
142.95,2.88,13.79,2.64,43.17,47.39,43.93,1.85,0
280.15,2.6,11.78,3.08,61.92,69.74,31.53,1.5,0
294.34,2.57,14.08,1.82,53.22,46.47,42.48,2.1,0
178.64,2.93,12.88,1.33,58.59,72.37,36.68,2.84,0
257.94,1.98,10.02,2.86,50.23,64.31,29.37,1.21,0
270.31,3.52,14.69,0.74,52.47,42.42,49.2,4.0,0
246.71,1.27,9.82,6.43,56.25,65.18,26.95,0.41,0
214.42,3.37,13.56,2.43,47.98,71.23,33.41,2.29,0
295.72,2.47,15.2,2.41,82.22,65.42,62.17,1.69,0
231.85,3.1,11.04,3.49,42.34,68.06,47.01,1.63,0
183.17,2.72,14.89,4.22,61.0,34.07,42.45,1.24,0
157.77,2.71,12.99,1.5,58.63,93.83,18.27,2.46,0
306.74,2.83,14.13,0.58,64.13,102.31,38.82,3.87,0
277.75,2.99,9.91,1.41,25.0,81.43,28.35,2.81,0
253.96,2.3,12.54,0.68,34.76,61.73,39.22,2.98,0
230.19,3.12,8.48,1.84,48.42,53.93,38.1,2.53,0
226.2,1.85,16.28,1.01,66.04,54.24,31.43,2.04,0
201.59,2.5,6.97,2.81,51.83,71.76,51.72,1.54,0
230.58,3.0,11.11,0.6,51.34,76.04,49.55,4.0,0
154.6,3.1,9.67,5.85,55.19,50.26,28.74,1.09,0
216.88,2.78,13.69,2.56,44.91,59.68,55.74,1.82,0
236.01,2.26,16.81,2.7,60.64,78.85,28.5,1.43,0
277.44,3.04,13.64,2.15,57.3,58.46,56.64,2.24,0
248.2,2.1,19.4,4.04,61.03,61.68,37.89,0.99,1
285.77,3.55,8.56,2.04,73.19,80.65,36.0,2.7,0
310.71,2.45,8.75,1.69,52.24,78.23,54.89,2.08,0
297.62,1.58,9.77,2.17,56.32,72.07,38.36,1.15,0
271.17,1.78,12.3,1.95,43.17,43.96,50.98,1.39,0
250.53,2.53,9.43,1.16,39.97,44.15,26.99,2.62,0
205.86,2.58,10.12,5.15,54.91,48.96,40.28,1.01,0
283.3,3.68,13.55,2.35,56.24,52.17,44.75,2.56,0
325.59,1.88,8.9,1.75,63.27,63.24,51.96,1.57,0
265.39,2.52,9.17,0.79,61.9,58.6,47.12,3.1,0
336.28,1.86,11.0,0.4,58.05,57.58,40.45,2.82,0
181.35,2.2,11.24,3.34,75.22,56.13,44.74,1.2,0
198.06,3.51,14.53,1.46,51.26,46.84,32.72,3.24,0
288.48,1.82,9.75,1.27,52.72,53.08,46.04,1.8,0
261.89,2.85,10.2,3.71,58.4,96.5,44.78,1.44,0
309.12,2.74,13.45,0.4,40.79,70.49,32.22,4.0,0
249.3,2.49,14.0,0.4,63.26,60.3,41.23,3.77,0
210.94,2.81,15.57,1.33,55.86,37.49,47.71,2.73,0
240.39,1.8,13.17,2.08,56.08,45.14,64.44,1.35,0
181.03,3.49,12.33,1.1,61.51,59.37,51.86,3.71,0
199.21,3.65,13.44,1.86,59.51,80.39,42.25,2.93,0
293.76,2.53,11.33,1.31,59.93,63.44,42.85,2.46,0
289.28,3.95,11.31,2.35,50.32,63.23,38.55,2.75,0
266.34,2.26,7.56,0.92,73.83,76.65,41.11,2.6,0
172.55,2.74,14.23,2.68,37.45,45.43,47.76,1.74,0
233.87,3.36,12.53,0.45,46.77,81.09,47.52,4.0,0
194.88,2.22,13.94,1.27,48.37,54.25,39.15,2.2,0
302.94,1.67,4.96,3.24,46.35,77.37,29.01,0.93,0
223.73,1.53,11.88,5.87,34.04,85.05,37.86,0.54,0
201.14,3.74,9.86,4.6,74.73,46.39,31.64,1.6,0
251.34,2.18,15.75,0.76,62.71,60.0,27.84,2.72,0
221.19,2.39,13.54,2.0,47.42,71.84,46.08,1.84,0
316.77,1.83,12.59,3.24,63.37,55.7,43.45,1.02,0
216.93,3.07,10.92,2.16,53.07,56.12,30.81,2.25,0
187.03,2.03,12.99,0.81,51.51,54.02,36.75,2.46,0
153.12,2.21,9.68,0.64,43.48,32.09,43.07,2.92,0
248.61,2.68,11.75,0.75,55.21,75.86,42.58,3.36,0
224.71,1.86,10.55,5.4,47.41,44.85,44.39,0.7,0
185.7,2.39,17.67,2.65,43.33,25.66,32.38,1.53,0
303.52,3.34,15.67,2.0,66.47,75.7,43.58,2.57,0
280.03,2.76,14.66,3.81,45.13,67.27,39.52,1.36,0
248.73,2.58,8.27,2.14,71.85,40.23,47.72,1.9,0
311.39,2.63,14.16,2.3,46.42,76.29,50.75,1.85,0
279.81,2.27,12.47,1.75,36.96,69.98,70.29,1.89,0
212.97,3.7,15.06,0.4,61.3,60.0,53.1,4.0,0
203.24,2.01,12.81,0.91,49.64,54.74,41.26,2.33,0
