Belt_Speed,Belt_Tension,Motor_Current,Roller_Bearing_Temperature,Idler_Vibration,Belt_Slip_Percentage,Load_Weight,Ambient_Temperature,Conveyor_Failure
1.79,20.58,39.7,38.3,2.6,4.23,726.1,28.6,0
1.95,17.65,36.4,43.1,1.2,0.67,458.3,16.6,0
1.44,29.86,54.7,37.7,2.3,0.25,798.0,38.2,0
2.16,24.34,34.5,59.6,0.65,0.14,464.9,46.3,0
3.08,22.02,47.9,49.6,0.3,0.51,395.9,38.7,0
2.52,25.09,48.1,48.3,1.2,0.17,494.1,26.5,0
3.08,23.23,36.5,51.1,0.3,0.31,538.9,21.8,0
2.55,21.69,46.6,44.9,0.6,1.28,438.3,38.6,0
2.61,16.03,35.7,39.4,4.38,0.64,559.7,29.0,0
2.99,20.78,50.2,48.5,1.61,2.78,477.6,34.5,0
2.35,24.8,31.9,45.3,1.49,0.75,690.4,21.1,0
2.13,21.45,41.6,51.5,3.22,0.2,576.2,31.6,0
2.61,26.06,42.5,31.7,1.18,0.18,501.6,30.7,0
2.78,23.73,56.1,49.9,1.32,1.42,452.5,37.7,0
2.01,18.05,46.4,41.1,1.05,1.21,620.4,33.7,0
1.91,16.06,54.6,49.5,2.22,1.48,504.7,29.2,0
2.26,21.29,50.5,57.1,1.36,0.5,432.1,41.2,0
2.53,19.64,50.5,42.4,1.41,2.96,391.5,26.1,0
2.52,23.51,41.7,60.0,0.82,0.14,604.9,38.7,0
1.63,18.77,55.2,30.6,2.74,0.04,429.3,32.0,0
2.96,19.23,41.4,63.4,2.03,1.63,455.0,33.2,0
1.94,26.74,27.7,60.4,1.23,1.36,583.0,48.8,0
2.09,22.67,42.9,39.1,0.58,0.82,660.6,13.0,0
1.84,18.84,49.5,39.2,3.27,0.05,589.3,18.3,0
3.28,22.08,28.9,33.1,3.31,0.15,627.9,36.2,0
2.3,28.21,36.1,57.2,2.06,0.26,606.4,34.4,0
1.86,23.32,32.7,44.7,1.51,1.22,501.2,28.9,0
2.55,24.67,52.9,44.0,0.47,1.31,559.2,35.8,0
2.51,18.61,61.7,36.8,0.78,1.36,773.9,20.2,0
2.12,26.62,42.9,66.1,1.69,1.95,470.6,41.7,0
2.54,32.43,50.3,38.3,1.07,0.03,336.1,37.7,0
1.87,18.44,50.1,48.2,0.38,1.24,121.0,39.8,0
2.0,16.68,60.5,50.2,2.88,0.35,790.3,17.0,0
1.4,22.79,38.5,44.0,2.23,1.02,797.1,35.5,0
1.67,25.94,42.8,42.0,1.47,1.61,351.4,28.0,0
2.92,21.59,41.6,44.3,1.63,1.53,692.9,44.7,0
2.86,17.26,45.8,53.7,1.08,0.41,654.9,29.8,0
2.23,21.51,70.0,44.5,1.12,0.53,596.2,21.8,0
2.87,24.69,45.3,64.3,3.31,2.99,575.5,32.1,0
2.14,20.17,36.5,40.2,0.33,2.27,388.3,16.2,0
2.1,24.73,33.5,55.5,4.72,0.36,519.4,35.4,0
2.22,27.24,57.5,30.4,1.46,1.06,552.2,25.0,0
2.15,23.08,36.4,40.2,1.5,0.14,510.5,26.7,0
2.11,21.87,51.6,39.8,1.63,1.27,491.8,29.7,0
2.66,25.73,38.2,37.0,1.92,1.17,695.1,25.8,0
2.26,18.15,32.3,50.8,0.95,0.37,652.4,39.4,0
2.48,17.7,51.1,46.9,2.49,0.66,631.1,26.0,0
2.61,20.8,38.7,25.2,2.68,1.83,639.9,31.6,0
2.36,19.79,49.3,68.0,3.85,0.35,534.4,31.9,0
1.81,18.38,50.0,49.8,2.23,1.76,674.9,28.3,0
1.66,30.24,50.5,48.0,1.1,0.46,320.3,22.5,0
2.26,31.77,42.3,61.1,0.54,2.2,510.4,12.0,0
2.13,20.41,51.9,57.9,1.09,0.04,606.2,35.7,0
2.23,22.41,35.8,45.0,1.53,0.36,581.5,20.7,0
2.19,21.15,20.5,28.5,1.8,0.23,556.2,42.1,0
3.23,26.98,52.1,53.6,1.28,2.65,639.1,23.7,0
1.67,27.88,46.7,38.4,1.42,0.67,716.2,36.9,0
1.4,14.0,38.9,60.4,2.44,0.95,340.5,28.9,0
2.33,24.14,30.3,40.2,2.8,0.33,545.1,39.1,0
2.05,16.12,24.6,43.5,4.97,0.16,391.7,30.7,0
2.33,29.91,45.5,34.6,1.54,1.09,660.5,31.4,0
2.43,23.98,61.5,35.4,1.35,0.4,608.6,19.9,0
2.71,18.29,43.6,46.9,2.23,3.17,354.4,33.3,0
1.6,20.91,41.4,46.0,2.12,0.78,499.0,34.5,0
1.98,20.7,44.8,43.2,1.21,0.18,274.8,29.2,0
2.37,24.36,66.8,68.5,2.1,0.03,642.5,35.7,0
2.51,26.69,52.5,54.0,5.81,0.32,419.6,30.9,0
3.08,16.83,35.7,48.1,1.2,0.46,330.5,36.5,0
2.58,30.27,45.3,20.4,0.45,0.28,448.2,28.8,0
2.18,29.23,48.3,56.3,1.33,0.55,587.6,35.8,0
1.84,18.06,34.4,77.9,0.44,2.53,543.0,29.8,0
1.97,22.33,52.6,46.1,0.83,0.06,426.6,42.4,0
1.96,29.7,36.8,39.9,1.67,1.94,484.3,25.6,0
2.46,27.55,29.9,49.6,0.73,0.67,456.2,27.3,0
2.3,20.48,45.8,33.7,3.8,2.84,359.9,23.4,0
1.67,25.66,44.2,52.6,1.08,1.32,220.2,25.3,0
2.03,35.49,45.0,63.0,3.35,0.22,499.0,24.4,0
2.55,22.47,37.4,41.3,0.47,3.85,587.8,42.4,0
2.34,19.15,38.7,41.6,0.53,0.2,497.6,42.6,0
2.43,22.78,56.3,47.2,1.38,0.49,807.5,27.2,0
2.35,23.11,49.4,43.0,0.72,4.62,410.6,38.0,0
2.85,19.64,35.4,32.9,0.63,0.29,493.7,26.9,0
2.29,23.99,25.5,44.1,1.88,1.2,572.9,31.0,0
2.05,16.36,35.9,42.1,0.51,4.55,566.1,38.8,0
1.83,19.01,46.6,61.7,3.1,1.4,461.6,26.4,0
2.3,25.41,38.7,59.6,2.17,1.3,491.9,21.0,0
1.22,14.1,37.9,62.0,2.21,1.17,487.5,31.3,0
2.13,26.06,39.1,56.0,3.18,0.97,602.5,22.3,0
2.12,12.95,44.3,50.1,2.26,3.57,395.8,28.3,0
1.65,14.21,52.8,39.3,1.12,0.94,134.9,30.3,0
1.83,19.75,45.0,61.3,2.7,1.31,448.5,32.8,0
2.52,23.29,45.6,51.5,1.26,1.61,753.2,32.9,0
2.29,27.96,42.8,35.5,1.6,0.9,620.2,30.2,0
2.24,22.26,40.0,38.9,1.67,2.62,264.7,34.0,0
2.32,20.89,53.9,35.4,0.45,0.03,601.3,38.9,0
2.24,24.61,52.4,27.5,3.21,0.6,531.3,34.0,0
2.7,18.08,65.5,51.9,3.15,1.15,443.8,35.4,0
2.25,22.63,51.1,35.6,0.96,0.02,338.3,21.8,0
1.62,16.6,40.0,40.4,0.75,3.32,378.0,29.6,0
2.85,22.37,36.0,48.4,1.63,2.1,416.0,30.9,0
2.35,21.42,54.5,46.1,3.38,0.3,775.3,44.3,0
1.96,18.38,36.9,40.9,0.55,0.48,596.0,12.7,0
1.7,22.74,53.1,63.2,0.7,1.36,393.6,34.2,0
2.36,22.71,37.4,32.7,4.62,0.5,418.7,31.9,0
2.15,27.29,48.5,33.2,0.3,2.33,494.4,33.2,0
2.83,14.77,34.4,52.6,1.03,0.34,435.0,18.5,0
2.06,21.66,52.8,41.7,2.67,2.05,502.4,29.4,0
1.87,18.58,32.7,41.3,3.76,0.75,478.1,41.2,0
2.56,25.91,47.7,37.2,3.45,0.72,514.6,20.0,0
2.57,25.39,43.0,51.4,0.74,0.22,200.3,33.0,0
2.27,24.29,46.0,50.3,2.01,4.92,620.0,23.9,0
2.47,18.83,41.0,49.2,2.65,0.51,416.0,39.8,0
2.18,25.98,40.8,42.2,2.13,0.27,636.0,33.9,0
2.29,15.11,46.5,40.5,10.21,0.04,829.4,31.3,0
2.67,14.19,35.0,46.4,0.75,0.82,282.1,22.8,0
2.45,16.26,34.9,57.7,2.44,0.04,514.8,27.0,0
2.13,21.85,41.4,63.7,0.3,0.73,437.0,25.5,0
2.74,25.04,41.0,59.1,2.0,2.8,559.2,21.9,0
1.25,8.61,34.9,53.1,0.3,0.83,183.9,27.0,0
3.02,27.95,54.2,57.8,3.38,0.05,446.3,14.4,0
1.52,22.59,41.7,36.2,3.24,0.37,377.2,33.1,0
1.95,14.95,42.7,40.9,1.21,0.06,744.1,25.1,0
2.18,22.45,31.7,53.2,1.71,2.56,778.9,23.1,0
2.14,26.92,65.7,46.8,3.97,0.33,457.1,18.0,0
2.6,24.7,69.3,51.4,1.81,0.08,327.9,30.9,0
1.78,26.95,37.2,57.8,1.65,4.01,374.2,41.5,0
2.3,15.85,57.3,56.2,0.3,0.8,505.9,25.9,0
1.97,20.14,44.1,37.1,0.99,0.62,289.8,37.6,0
2.32,17.84,61.0,48.1,0.3,3.14,577.9,32.1,0
2.17,29.73,48.4,38.8,0.37,0.91,470.6,26.9,0
2.24,24.88,46.0,40.2,2.01,0.4,553.4,41.6,0
1.98,34.81,20.0,30.9,1.89,1.88,559.2,15.9,0
2.0,19.9,36.2,49.3,1.35,0.38,706.9,29.0,0
2.31,18.74,45.2,30.2,2.16,0.7,595.3,25.5,0
2.58,21.36,47.0,51.9,1.58,1.95,543.9,30.2,0
1.96,28.2,32.9,61.6,1.29,3.22,537.4,19.9,0
1.85,20.35,37.7,53.3,2.24,1.12,203.3,33.6,0
2.45,22.56,50.5,48.5,5.43,0.84,526.9,16.6,0
2.19,22.44,31.2,63.3,0.67,0.1,591.8,32.5,0
2.53,22.18,46.3,51.3,4.43,1.15,481.8,24.5,0
1.84,19.06,57.4,39.4,0.44,0.47,749.7,31.2,0
1.49,21.38,48.9,49.3,1.47,0.87,277.2,23.1,0
1.99,21.19,48.4,67.6,0.51,1.64,389.0,22.0,0
1.89,21.97,24.8,37.1,2.78,1.23,404.7,39.1,0
2.17,26.25,36.8,34.2,0.3,0.12,501.4,39.9,0
1.95,29.92,65.5,54.1,0.35,0.61,403.0,20.0,0
2.5,18.22,39.0,45.8,2.18,0.27,313.9,29.1,0
2.08,20.24,57.6,42.7,2.42,0.2,446.6,33.4,0
2.26,18.29,38.9,35.4,1.9,0.3,652.2,27.5,0
2.26,22.84,42.2,28.5,2.41,3.04,613.1,27.8,0
2.28,19.58,50.2,33.4,0.3,1.5,395.8,33.1,0
2.19,23.08,46.0,64.1,1.53,2.86,444.0,31.8,0
2.4,26.97,48.8,47.9,1.56,0.85,383.4,24.9,0
1.88,10.63,36.8,28.4,1.74,0.0,310.8,31.7,0
2.76,24.21,33.6,59.8,2.81,0.04,564.0,26.2,0
2.11,19.93,36.1,60.3,2.14,0.19,307.8,25.5,0
1.68,24.07,39.7,60.3,5.25,1.82,599.4,22.8,0
2.28,17.97,42.7,43.8,2.14,0.27,772.8,22.9,0
1.86,27.38,55.4,45.3,2.49,0.13,556.4,29.8,0
2.47,26.11,45.9,49.4,0.63,2.37,593.4,17.3,0
3.08,24.56,49.8,62.0,2.23,0.31,589.1,17.1,0
1.89,25.57,46.4,42.5,1.08,0.84,426.7,26.8,0
2.33,18.64,33.8,40.5,1.02,0.5,555.5,28.0,0
1.5,19.21,45.2,55.0,2.75,2.72,546.9,20.7,0
2.38,25.39,46.3,60.1,0.35,1.46,406.1,40.3,0
1.85,18.55,52.6,47.5,1.72,0.73,122.6,22.8,0
1.95,28.51,34.3,54.7,1.28,2.39,342.8,23.4,0
1.76,20.54,24.6,49.1,3.08,1.56,358.7,22.8,0
2.49,24.26,46.8,45.5,2.79,1.99,575.2,34.6,0
2.6,31.45,48.5,39.7,1.31,4.56,278.2,39.9,0
2.21,18.82,43.2,36.5,0.62,0.27,780.6,21.2,0
1.85,22.31,45.3,41.9,3.24,0.27,744.4,33.9,0
2.84,26.74,53.8,38.2,1.53,0.98,657.8,29.9,0
1.9,26.28,40.4,50.8,3.84,0.91,423.5,22.7,0
1.34,20.52,42.2,60.2,2.04,2.44,188.2,29.8,0
2.38,19.67,45.8,50.0,1.54,0.2,624.8,18.8,0
1.76,20.95,32.8,38.8,1.15,0.66,387.8,26.2,0
2.6,28.52,43.5,56.6,2.09,0.9,618.1,21.0,0
2.05,20.74,44.4,51.0,0.4,0.75,590.2,25.6,0
2.44,22.35,61.4,52.9,0.9,0.08,434.0,28.5,0
2.76,20.08,42.0,42.8,3.4,0.19,317.0,38.5,0
1.72,25.17,47.0,59.3,0.48,0.2,528.1,28.4,0
1.97,22.7,54.2,59.3,3.01,1.09,264.5,21.0,0
2.17,17.48,36.6,46.2,4.33,0.67,542.2,28.1,0
2.82,17.64,58.8,55.2,0.99,0.24,570.5,13.5,0
1.94,13.01,62.6,59.0,4.63,1.6,401.1,34.0,0
1.96,18.26,44.7,43.3,6.41,1.95,274.5,22.3,0
2.39,25.57,39.6,47.2,1.03,0.28,744.2,41.3,0
1.97,27.96,61.3,48.8,1.58,1.54,419.8,34.4,0
2.26,25.09,53.0,37.0,0.93,0.08,468.9,28.8,0
1.58,24.5,45.8,52.4,1.93,2.33,663.7,25.9,0
3.09,21.43,59.3,58.2,2.11,3.95,414.8,25.0,0
1.66,25.49,58.2,46.6,0.99,0.2,385.8,25.5,0
2.07,23.29,41.6,51.4,0.81,1.85,801.5,28.0,0
2.19,30.12,47.5,62.0,2.35,0.12,390.1,25.2,0
2.97,21.56,50.8,43.9,1.27,3.9,682.5,31.9,0
1.67,28.04,45.3,51.6,1.17,0.72,523.0,38.3,0
2.99,25.93,31.1,42.3,2.32,0.92,519.8,28.7,0
2.5,25.31,35.6,42.0,1.14,1.73,424.0,35.7,0
2.37,12.95,31.4,51.4,0.84,0.34,470.1,18.7,0
1.81,26.18,49.9,50.4,0.88,0.61,768.1,30.5,0
2.43,21.43,33.2,53.6,4.15,0.09,628.3,28.6,0
1.91,20.0,46.9,48.8,2.0,1.14,295.6,18.2,0
2.71,15.33,63.3,52.7,1.69,1.93,351.3,26.2,0
1.81,21.97,59.3,64.7,1.42,2.29,557.4,34.0,0
2.15,22.15,26.6,58.6,1.42,0.92,595.8,9.2,0
1.98,16.14,32.2,51.4,0.3,1.74,615.0,26.6,0
1.8,15.37,37.2,53.0,0.47,0.19,488.5,24.8,0
2.5,24.19,33.3,45.0,4.34,1.63,372.6,29.9,0
2.41,25.92,28.5,46.4,0.4,0.01,378.5,34.3,0
2.68,22.86,44.9,52.9,0.96,0.26,154.9,32.9,0
1.49,27.18,52.1,48.9,1.2,1.21,745.0,34.8,0
2.63,21.61,54.5,55.9,0.99,0.46,105.6,36.3,0
3.2,21.76,40.3,60.7,0.64,0.63,463.8,25.5,0
2.02,17.87,42.3,47.0,2.89,2.1,234.3,11.0,0
2.96,14.98,48.6,27.9,0.39,1.02,412.3,32.7,0
2.09,30.35,43.9,68.3,6.36,0.61,586.4,20.9,0
1.65,27.09,53.1,41.5,0.45,0.75,157.0,30.0,0
2.08,15.73,49.3,50.0,3.76,2.26,552.9,18.1,0
2.62,22.7,41.2,55.3,4.74,0.8,630.7,22.8,0
1.86,21.55,26.4,62.1,0.3,2.5,437.4,32.1,0
1.96,20.77,60.0,66.1,1.78,0.34,910.9,24.9,0
2.44,20.16,38.1,44.4,2.26,0.92,163.3,16.3,0
2.2,23.72,48.6,59.9,1.99,0.55,243.1,18.5,0
2.43,25.68,25.8,50.0,2.36,1.07,454.5,35.9,0
2.3,23.81,44.9,75.4,0.82,1.03,457.6,25.5,0
2.39,21.46,46.0,59.0,3.1,1.02,517.2,25.7,0
2.03,21.29,46.5,46.2,0.76,0.9,639.2,23.7,0
2.29,26.22,75.1,40.1,1.04,0.73,311.6,17.4,0
1.83,24.09,38.7,21.7,0.63,2.89,296.3,26.1,0
2.72,22.33,53.2,54.7,2.87,0.37,395.8,36.7,0
1.95,21.84,50.2,58.1,2.67,0.68,654.6,22.6,0
2.65,23.55,38.2,55.5,0.69,0.28,621.4,14.8,0
2.11,19.89,53.1,24.5,1.22,0.48,489.5,33.4,0
2.28,25.7,43.4,35.4,4.32,0.34,423.7,28.6,0
2.0,17.16,53.8,52.8,0.3,1.33,477.1,29.3,0
1.79,20.15,64.6,65.9,5.98,1.48,554.3,30.6,0
1.5,24.75,46.5,47.4,0.78,0.39,514.8,15.8,0
1.78,16.9,42.2,58.9,1.21,4.93,288.8,27.2,0
2.07,14.92,55.5,37.7,1.68,0.4,278.3,29.7,0
2.28,22.28,59.0,50.1,0.45,2.12,461.2,27.7,0
2.6,14.37,36.2,45.3,2.7,0.42,608.7,27.6,0
2.02,16.16,40.5,59.9,0.85,0.64,340.9,36.1,0
1.85,25.4,51.8,42.6,0.89,1.31,561.1,31.1,0
1.62,21.08,43.7,64.8,7.49,0.98,231.7,32.4,0
2.39,27.78,35.5,44.9,1.37,0.85,510.7,26.9,0
2.75,16.58,50.4,37.3,1.97,1.9,382.8,10.1,0
2.71,21.58,51.7,37.6,1.54,1.48,186.5,25.7,0
2.48,23.8,41.7,41.8,3.27,2.95,418.0,27.8,0
2.46,16.73,45.6,51.7,4.08,0.31,310.5,26.6,0
2.88,26.64,39.2,41.9,1.95,0.02,458.5,27.5,0
2.33,24.3,34.0,39.8,5.93,10.64,561.9,29.5,0
2.46,14.76,40.0,56.9,3.69,0.4,568.5,34.6,0
2.07,21.83,45.7,20.0,0.86,0.05,203.4,22.0,0
1.66,23.74,30.2,43.7,8.58,0.34,586.3,26.6,0
1.93,19.34,40.8,34.7,0.68,1.33,561.9,38.8,0
2.2,15.34,45.9,39.3,3.28,1.06,436.4,16.7,0
2.22,23.25,56.9,50.4,1.81,0.28,309.8,26.1,0
2.97,31.95,41.9,45.9,1.15,0.25,438.8,12.7,0
2.23,20.26,32.5,45.0,4.66,0.71,741.7,26.2,0
2.67,29.06,42.9,59.9,1.8,0.02,589.5,28.7,0
2.03,18.61,39.3,47.9,2.24,0.0,645.9,15.3,0
2.08,22.97,50.5,66.1,0.3,1.15,351.7,29.5,0
1.67,25.47,41.6,55.1,3.29,0.47,420.1,23.3,0
1.9,21.96,17.9,38.3,2.25,0.03,305.5,35.6,0
2.41,20.66,81.9,67.3,1.27,0.74,400.2,31.3,0
2.2,25.27,46.4,50.8,2.28,3.29,703.7,24.2,0
2.58,30.51,45.9,66.7,2.57,0.35,432.6,26.5,0
2.27,23.35,29.6,45.3,1.86,0.35,396.6,38.9,0
2.06,19.68,30.4,50.7,1.03,0.76,535.8,27.2,0
3.06,21.15,44.1,52.3,2.88,0.19,413.8,18.6,0
2.16,33.34,48.4,46.3,2.11,1.22,513.9,20.0,0
2.67,22.61,52.0,60.7,0.43,2.19,414.7,26.7,0
2.04,19.33,47.4,67.3,5.25,0.26,528.6,35.9,0
2.48,16.85,33.1,25.1,3.63,1.29,443.0,24.6,0
2.57,13.78,20.0,56.1,3.77,2.63,332.3,20.3,0
2.28,23.64,44.0,39.1,1.9,2.8,658.1,28.1,0
1.26,24.95,39.7,22.1,2.53,0.97,772.7,30.3,0
2.21,20.21,32.4,53.2,1.48,0.2,574.6,31.6,0
2.69,21.93,53.3,53.2,2.08,1.29,274.7,16.1,0
2.41,16.73,29.2,54.8,1.2,1.59,465.8,30.2,0
2.38,22.6,51.2,51.7,1.41,1.68,536.7,29.8,0
1.51,24.17,30.9,56.8,1.8,3.27,247.2,24.9,0
1.91,19.59,46.3,42.0,1.02,1.15,419.6,36.0,0
2.36,29.61,54.3,50.6,6.64,0.75,289.3,31.2,0
2.36,18.23,41.6,55.0,2.09,0.84,345.5,22.0,0
2.69,23.28,61.9,61.5,2.85,0.47,550.9,31.3,0
2.14,25.82,64.2,48.4,1.05,0.07,492.6,14.8,0
2.36,21.65,47.4,45.9,3.16,1.52,335.7,24.7,0
2.21,21.15,50.4,47.4,1.69,0.02,489.9,25.1,0
1.81,15.57,55.6,36.1,0.8,0.08,445.6,32.6,0
1.3,28.11,50.4,55.7,2.4,0.49,632.4,49.3,0
2.37,21.24,49.4,33.4,4.49,3.21,188.9,25.9,0
2.27,24.42,39.8,51.9,1.39,0.79,388.9,38.3,0
1.95,25.03,28.1,48.8,1.81,0.29,727.6,37.5,0
1.55,19.17,31.1,32.5,1.66,2.73,325.4,18.7,0
2.45,21.11,68.8,33.1,1.8,1.02,337.8,37.4,0
2.09,28.01,48.2,39.5,2.02,0.55,422.3,23.1,0
2.42,16.97,42.5,44.6,4.93,1.51,690.3,28.1,0
2.95,31.58,57.6,62.8,2.06,0.7,560.3,44.1,0
1.34,18.65,37.5,46.9,0.56,1.57,340.6,31.6,0
1.92,16.69,50.8,53.5,1.79,0.3,487.3,23.5,0
2.12,22.6,45.8,60.7,2.47,0.2,447.3,31.1,0
2.78,31.94,49.6,58.7,1.21,0.74,567.5,17.3,0
1.55,13.4,41.6,47.9,4.62,0.46,493.7,35.4,0
2.97,21.37,35.4,40.9,1.05,1.12,529.5,23.5,0
2.25,24.14,36.8,53.0,0.9,1.87,451.8,10.8,0
2.16,22.15,37.2,41.1,2.64,2.78,698.4,25.5,0
2.12,23.72,45.0,66.1,0.98,1.72,493.6,24.4,0
2.03,18.77,29.4,56.7,2.74,0.5,406.0,31.5,0
2.62,19.3,32.5,50.1,1.47,1.56,659.1,19.9,0
1.77,21.33,46.4,53.1,1.32,0.91,588.6,30.4,0
2.34,16.92,43.7,49.8,0.71,2.84,363.5,23.2,0
2.05,21.8,46.9,44.3,1.69,1.47,40.0,27.5,0
1.9,20.25,44.5,53.0,0.98,0.2,581.1,35.5,0
3.23,19.88,70.2,45.6,0.81,0.1,434.6,35.7,0
2.37,23.44,46.3,67.4,4.22,0.94,506.4,36.9,0
2.45,13.81,41.2,41.1,2.44,0.55,677.3,22.7,0
2.66,20.97,46.0,53.1,1.15,0.22,357.1,30.1,0
1.63,32.43,55.2,40.2,0.49,1.92,331.3,30.4,0
2.9,17.11,44.5,40.1,0.3,0.56,290.6,36.8,0
1.2,27.78,51.8,30.1,1.21,0.11,830.5,25.7,0
1.89,22.25,49.0,52.1,3.77,0.37,678.8,17.6,0
2.02,19.29,42.1,42.7,1.46,1.36,600.7,33.9,0
2.43,16.06,46.1,58.8,1.01,1.25,211.0,37.4,0
2.29,22.63,61.0,52.1,0.51,0.37,286.4,30.2,0
2.13,28.54,47.4,49.5,1.28,0.5,605.4,20.3,0
2.2,20.25,35.1,33.9,0.94,0.06,560.2,43.2,0
1.81,21.64,41.8,53.8,0.47,3.68,459.2,28.8,0
1.6,26.55,23.9,41.4,1.13,0.48,297.2,23.4,0
2.49,23.53,46.4,33.7,2.65,3.18,658.3,35.7,0
2.48,14.92,58.1,52.3,0.3,2.02,768.8,39.7,0
2.83,22.44,31.6,35.4,1.58,0.49,565.8,16.8,0
1.88,28.81,46.5,27.1,0.3,1.42,386.6,31.8,0
2.48,21.83,54.9,61.0,0.76,0.77,728.6,37.1,0
2.09,9.66,55.9,42.4,0.42,4.51,525.3,27.3,0
2.68,23.75,57.8,30.6,3.28,1.22,744.5,29.0,0
2.61,21.11,26.3,38.4,4.39,0.88,446.3,27.1,0
2.28,13.77,50.0,40.8,1.86,1.22,809.3,38.7,0
2.06,14.44,29.9,59.4,0.91,0.3,432.7,20.3,0
2.58,26.39,35.0,31.4,1.46,0.44,400.8,26.2,0
2.46,18.7,53.2,34.6,0.3,1.5,624.4,43.0,0
1.93,17.92,46.6,57.8,3.35,0.1,489.0,23.7,0
1.67,21.84,52.3,43.5,3.37,0.43,558.1,17.2,0
2.08,19.1,35.7,50.3,2.71,1.16,347.2,27.9,0
2.81,22.45,59.7,43.1,1.79,6.54,349.9,35.6,0
2.66,21.09,51.9,68.2,4.53,3.12,442.8,27.7,0
1.76,16.6,53.9,35.1,1.05,2.14,553.8,24.6,0
1.73,19.7,34.2,50.8,0.3,0.83,383.3,31.5,0
2.71,23.99,56.7,63.0,1.38,1.96,660.4,45.4,0
1.75,22.19,41.8,44.3,0.56,0.98,483.9,26.2,0
2.4,21.63,38.9,40.5,3.95,0.74,756.1,42.5,0
1.95,30.72,51.3,55.7,0.92,0.3,342.2,30.9,0
2.85,25.29,50.8,58.0,2.23,3.62,551.4,21.9,0
1.89,25.84,36.5,40.0,5.07,1.09,568.9,39.6,0
2.66,21.25,65.6,62.6,2.83,1.35,540.7,25.6,0
2.27,22.99,63.1,48.5,0.86,0.18,492.7,17.1,0
2.3,20.06,51.1,53.1,2.63,0.68,627.1,30.1,0
1.41,25.5,49.3,62.9,1.72,4.01,314.6,24.7,0
1.32,21.5,48.3,55.7,0.64,1.7,542.4,40.7,0
2.11,23.0,29.5,48.0,0.48,2.57,352.0,30.8,0
2.3,22.72,46.1,41.3,3.05,0.6,413.1,24.3,0
1.75,21.92,46.0,75.1,3.5,0.08,540.3,34.1,0
1.76,35.22,39.2,40.1,1.51,0.52,642.2,28.0,0
2.42,19.0,41.9,51.2,0.66,0.57,293.9,30.3,0
2.43,18.96,21.2,53.1,1.16,0.43,747.6,11.3,0
2.14,25.12,34.0,53.6,0.7,0.9,650.4,19.9,0
2.51,19.32,54.2,69.3,2.15,0.26,506.5,29.6,0
1.73,20.69,62.3,48.5,3.12,3.33,339.9,19.0,0
2.06,17.11,35.6,47.0,3.2,2.86,729.3,23.8,0
2.86,24.21,46.8,63.5,3.12,0.36,569.3,34.5,0
2.23,24.27,56.0,46.6,1.56,1.26,569.2,31.6,0
2.25,20.58,39.8,56.8,1.3,0.83,398.3,36.2,0
3.12,25.22,51.8,49.9,1.71,0.35,529.1,28.1,0
1.64,13.64,44.7,57.2,1.45,2.73,406.1,23.2,0
2.52,18.82,56.9,55.3,2.47,0.32,682.3,37.9,0
2.87,21.24,32.2,44.0,3.1,1.18,686.0,28.3,0
2.07,16.72,34.0,29.6,1.91,0.49,477.0,20.5,0
2.54,14.13,47.8,31.3,2.13,2.1,412.2,39.4,0
1.81,20.61,46.0,29.6,1.68,1.16,618.7,28.5,0
1.93,25.12,44.4,47.1,0.97,2.14,597.7,34.9,0
2.35,27.77,50.8,24.5,2.46,0.51,325.1,30.1,0
2.52,19.54,35.7,46.4,0.3,0.01,456.3,34.8,0
2.65,25.3,31.3,49.3,0.92,0.3,828.9,32.5,0
2.83,24.86,40.0,56.6,1.41,2.02,498.8,25.9,0
2.17,27.48,41.1,53.0,3.86,0.46,535.3,25.5,0
2.68,20.42,42.2,57.0,5.69,0.46,581.8,33.0,0
2.06,13.91,57.7,52.1,1.66,0.72,416.2,28.8,0
2.56,22.32,52.7,44.8,3.66,0.39,614.9,28.0,0
2.28,17.44,50.3,46.9,3.82,1.97,556.7,25.0,0
2.38,18.74,47.2,39.5,0.3,0.47,668.8,26.1,0
2.37,20.64,40.7,50.3,1.8,1.11,247.2,17.4,0
1.56,20.47,36.5,32.2,1.43,0.72,553.1,31.6,0
1.75,22.64,33.0,58.7,0.34,0.41,531.5,23.5,0
2.24,25.16,38.1,38.4,1.21,0.37,287.4,28.8,0
1.53,20.35,44.6,49.5,3.72,0.84,460.0,27.6,0
2.53,23.78,33.5,51.2,2.71,0.28,559.1,29.4,0
2.55,22.07,46.7,59.6,0.48,0.51,507.5,28.2,0
2.33,26.21,43.1,31.2,0.3,0.05,496.3,31.2,0
1.75,21.15,41.0,44.7,0.82,1.87,497.8,21.9,0
2.75,21.64,56.6,53.5,1.9,0.05,430.2,27.5,0
3.01,20.32,20.4,65.5,1.74,2.47,800.8,28.2,0
2.26,21.27,41.2,47.6,0.3,0.06,549.2,22.0,0
2.4,18.47,21.5,42.1,2.38,2.26,546.5,21.1,0
2.28,18.03,47.4,68.3,0.92,1.24,300.9,24.0,0
2.41,25.49,52.6,56.0,1.18,0.85,452.7,29.2,0
2.15,17.13,31.5,61.7,2.82,0.19,420.7,20.4,0
2.19,20.56,32.8,35.9,0.59,0.36,495.4,34.6,0
2.56,26.57,28.0,53.2,4.83,1.41,451.8,23.7,0
