Spindle_Speed,Feed_Rate,Cutting_Force,Tool_Wear_Index,Spindle_Vibration,Axis_Feed_Error,Coolant_Pressure,Motor_Temperature,CNC_Failure
4913.5,738.7,838.1,188.3,2.09,0.46,16.84,45.3,0
6471.7,430.1,804.4,39.6,2.62,3.52,20.97,54.6,0
5461.6,736.7,764.3,199.3,2.41,4.44,22.44,56.4,0
7094.7,904.2,669.1,153.8,0.55,5.37,24.41,47.3,0
4603.5,880.8,494.3,134.0,3.37,0.2,25.53,48.5,0
6064.5,1159.7,1158.8,62.7,1.2,7.96,20.89,48.6,0
7030.3,629.4,741.8,190.9,2.57,1.5,18.61,42.5,0
2902.0,809.3,821.8,195.1,0.55,2.67,28.03,56.1,0
9182.4,660.1,820.5,121.1,5.53,4.42,20.1,30.1,0
5575.3,491.6,1091.0,99.5,1.76,2.62,13.64,46.8,0
2962.4,977.1,1275.3,66.6,0.61,5.23,17.42,50.0,0
6237.1,892.7,885.2,183.5,1.98,4.96,14.84,44.6,0
6050.2,856.7,815.5,157.1,2.92,5.32,19.96,40.6,0
5877.2,885.4,602.8,57.5,4.0,4.75,28.86,55.1,0
7486.8,662.9,532.4,192.7,2.16,0.51,23.61,32.9,0
7121.2,598.9,459.7,212.9,2.17,5.17,23.57,51.5,0
6446.8,807.5,674.9,23.6,2.43,7.58,21.67,41.6,0
6675.2,1032.2,390.0,187.7,1.11,2.43,27.23,32.8,0
5843.5,1121.6,1087.3,206.1,1.43,3.86,24.1,46.9,0
8663.2,959.1,943.1,238.0,3.28,6.47,23.48,33.7,0
3781.2,805.8,794.6,64.6,1.8,6.44,19.22,35.3,0
6209.5,854.0,1094.1,95.3,2.71,2.2,12.59,43.0,0
6097.5,802.3,614.3,232.2,0.74,1.83,12.19,54.6,0
7219.9,594.8,669.6,31.6,0.95,4.02,16.55,53.7,0
4734.2,804.9,424.6,130.5,1.58,4.79,29.21,48.0,0
3384.5,533.0,1020.4,126.6,4.5,5.97,16.2,50.4,0
6235.2,775.2,671.7,149.5,3.0,0.2,24.28,50.9,0
6421.8,1127.2,853.5,86.1,1.28,3.41,21.56,34.8,0
8234.4,964.6,1070.6,223.0,2.48,4.11,23.46,61.0,0
4094.5,615.4,1151.6,72.1,1.08,0.2,21.46,39.6,0
7732.0,785.5,843.6,159.4,2.12,4.51,14.94,31.3,0
9551.1,633.1,934.5,124.1,3.72,2.18,25.28,29.6,0
5433.4,787.5,651.2,71.3,2.42,6.51,25.55,25.0,0
4063.6,1008.2,1220.3,53.4,0.74,3.16,23.17,36.8,0
5389.5,930.6,813.4,230.0,1.86,3.75,23.41,41.7,0
6021.0,1296.8,867.7,139.1,0.84,0.84,21.81,40.5,0
6845.7,1038.5,760.5,149.0,2.13,7.18,18.9,41.5,0
5112.9,840.8,1113.8,190.1,0.41,6.35,22.7,36.8,0
8332.8,935.4,893.9,28.7,2.78,4.13,20.91,48.5,0
4328.2,759.5,1017.4,174.2,1.24,3.37,17.55,50.9,0
3391.2,574.5,927.9,48.0,3.01,6.22,22.24,48.9,0
7660.1,1061.2,801.5,180.3,1.04,5.74,23.38,24.7,0
2588.1,1001.8,1054.5,42.5,0.48,2.12,20.7,47.1,0
5693.8,751.8,926.0,201.5,3.23,1.97,21.26,42.1,0
10676.5,854.8,638.6,166.6,2.2,1.78,18.12,40.0,0
5981.9,1048.2,632.4,98.8,1.84,3.8,19.45,56.5,0
4318.8,969.3,882.7,92.5,2.93,3.05,17.63,49.9,0
5913.9,507.4,1049.6,44.3,2.49,6.93,16.09,31.0,0
5923.8,848.7,1210.7,217.9,2.3,6.72,15.9,55.7,0
6241.0,766.5,459.0,37.3,1.93,3.69,20.96,35.7,0
6993.4,1022.6,855.6,118.6,3.63,5.6,23.33,40.6,0
4441.3,1006.2,957.7,64.4,1.65,6.48,20.69,43.5,0
8531.3,1063.7,915.0,239.2,0.3,9.76,23.84,30.3,0
6367.7,576.4,1072.1,144.7,2.23,5.95,19.94,41.8,0
7090.2,643.2,994.2,44.4,0.3,5.57,22.45,34.1,0
5057.8,1022.8,633.2,163.5,1.81,0.2,22.56,42.0,0
7929.6,681.7,626.7,238.1,3.91,6.76,19.69,51.0,0
5614.4,495.7,918.7,149.2,2.23,4.3,11.98,61.9,0
6416.3,906.5,1067.9,115.2,1.85,2.24,21.6,60.3,0
4600.3,690.6,881.6,77.5,1.98,2.04,16.53,36.1,0
4504.6,1158.0,502.9,31.2,0.48,4.94,18.37,64.7,0
7032.3,859.2,619.6,62.5,2.1,0.55,26.88,37.2,0
5334.6,832.1,1002.1,137.3,0.84,1.38,22.08,33.0,0
4719.3,726.2,773.3,183.4,1.03,5.95,17.69,43.1,0
5035.2,1118.2,876.0,211.9,1.7,6.67,21.98,40.5,0
7048.4,871.7,1084.4,192.6,3.48,7.69,19.35,38.2,0
5056.4,718.3,585.5,38.9,1.5,1.25,16.57,38.4,0
5823.5,641.2,758.9,187.9,0.65,2.18,17.48,54.4,0
6022.5,785.3,735.0,143.8,1.89,4.45,22.92,44.1,0
3124.0,604.5,928.2,117.9,1.73,6.48,20.85,37.6,0
3793.3,1005.8,1020.0,141.7,2.53,5.09,14.96,31.7,0
6504.4,438.3,524.3,11.9,4.05,4.52,21.8,35.9,0
4894.5,772.1,848.8,25.6,1.34,2.54,18.79,40.9,0
7585.1,922.0,1041.3,130.9,0.91,1.13,18.83,44.5,0
7450.2,868.4,441.9,49.9,2.68,0.25,23.95,47.8,0
7078.8,656.5,835.8,135.5,1.02,3.08,23.2,45.2,0
8729.7,932.1,582.5,91.5,2.05,2.24,20.56,49.7,0
5875.4,622.8,708.9,218.7,2.04,2.51,22.72,43.3,0
6973.3,795.5,298.9,228.4,1.11,4.33,19.47,47.1,0
5123.4,930.4,1156.4,235.4,3.43,5.18,17.73,36.2,0
9678.6,892.6,771.7,216.8,2.5,2.54,11.69,50.6,0
8975.5,665.0,672.4,236.8,1.92,4.81,23.6,48.4,0
6017.8,1039.5,922.2,172.4,0.85,5.32,23.88,54.8,0
6579.9,817.3,620.7,230.9,0.3,2.69,24.88,55.9,0
8038.9,948.6,599.8,157.6,4.83,2.57,16.78,67.8,0
5779.3,1105.8,1182.3,196.1,0.85,4.21,19.59,59.3,0
5015.1,1023.5,1247.9,40.3,0.84,1.54,14.2,48.3,0
7311.0,1024.0,719.7,167.0,1.24,10.56,22.15,57.8,0
6117.7,838.5,1084.8,224.2,1.2,4.75,19.62,60.6,0
6274.5,958.8,928.3,134.2,1.8,1.22,19.91,40.0,0
4748.6,842.7,539.0,53.0,0.8,5.11,27.61,35.8,0
3423.5,558.1,645.8,131.2,0.3,2.84,20.81,30.9,0
6354.2,860.5,1191.2,172.6,5.15,6.38,26.12,44.4,0
7357.4,851.3,536.1,187.1,1.07,4.76,21.89,35.3,0
5661.3,916.7,1351.8,130.5,1.89,5.07,21.49,61.6,0
8154.6,774.4,724.3,60.0,6.07,0.2,14.25,26.2,1
4944.1,647.7,1197.8,223.1,0.41,4.7,16.9,40.2,0
4417.9,931.3,782.8,187.9,3.93,7.93,15.34,55.4,0
5899.2,537.3,1026.0,72.3,1.58,7.9,21.18,46.2,0
5876.1,1091.8,1156.9,196.7,1.25,9.27,11.28,52.3,0
7155.0,753.7,1155.8,90.0,3.21,7.5,28.25,35.6,0
4837.6,849.1,721.4,81.9,3.14,3.9,21.17,31.9,0
8052.1,911.7,661.4,208.5,3.7,6.35,14.73,50.7,0
8950.4,918.1,832.1,210.8,1.34,3.91,18.95,49.5,0
5941.3,518.2,563.9,101.7,3.42,5.49,25.78,51.6,0
7874.6,964.8,902.6,12.1,3.86,6.39,19.82,43.9,0
4415.3,860.6,669.4,52.9,0.9,4.22,17.36,60.6,0
7612.8,672.9,1088.2,219.1,2.09,6.35,21.39,46.6,0
7570.9,650.1,724.6,216.7,3.18,2.63,19.52,51.9,0
7295.2,733.2,466.7,114.3,0.87,5.71,21.12,49.0,0
5976.7,540.3,1158.2,79.9,2.82,4.53,18.25,26.9,0
1568.6,1144.5,890.3,79.6,1.51,2.77,20.32,49.4,0
5037.4,1097.2,856.4,216.4,2.08,6.41,21.08,51.1,0
5061.1,890.3,1090.8,84.7,2.23,0.45,22.4,53.7,0
4532.6,755.3,1041.7,127.7,1.25,3.32,23.75,38.7,0
6183.4,760.6,682.4,178.1,1.91,4.02,15.42,53.9,0
5371.6,951.6,751.0,58.2,0.76,7.67,15.92,33.6,0
4763.1,1151.6,605.1,68.4,2.08,3.7,16.48,48.0,0
4411.8,685.9,527.8,92.4,3.47,3.71,28.61,39.7,0
4926.7,576.5,977.3,160.5,2.07,6.76,15.44,33.7,0
7682.2,1109.5,936.3,198.0,0.86,4.31,22.7,35.9,0
5008.5,442.6,1017.4,135.7,1.32,2.04,16.77,54.8,0
5227.6,598.3,1132.0,40.6,2.24,10.02,19.59,54.5,0
5315.0,750.6,1020.4,112.6,4.79,6.3,20.06,39.5,0
6508.5,487.9,1040.0,39.4,0.69,3.2,11.21,43.4,0
6684.4,1022.4,392.8,30.3,2.49,3.68,25.49,33.0,0
1433.0,971.4,782.5,145.6,1.84,1.18,22.81,54.5,0
7532.5,685.0,1062.2,229.9,1.53,4.65,21.2,54.1,0
8154.6,1055.9,593.0,202.7,1.6,6.34,23.44,32.3,0
4424.7,1089.9,870.2,188.1,0.49,0.2,15.3,28.5,0
4541.6,777.4,964.3,177.2,1.74,4.52,15.45,61.1,0
5324.6,709.9,947.4,216.3,3.65,0.4,20.02,52.0,0
4866.0,1251.9,931.1,183.2,1.26,3.2,21.84,46.9,0
6335.9,944.2,981.8,154.2,5.46,4.39,13.52,39.5,0
3080.2,851.3,889.8,93.9,0.3,4.47,25.3,40.0,0
4323.1,1072.7,528.2,33.2,0.86,9.96,24.23,45.1,0
8308.8,860.4,961.5,116.0,4.85,4.72,16.84,56.3,0
4607.7,698.9,912.6,222.7,1.45,2.59,22.7,38.7,0
7865.1,816.0,531.1,144.1,4.64,1.64,19.14,54.8,0
6533.0,1007.7,1153.5,52.4,2.02,2.59,18.08,38.1,0
3286.1,401.6,967.4,159.3,2.68,4.93,19.87,31.7,0
6953.0,742.4,546.3,117.1,1.6,0.2,14.55,44.9,0
5823.5,1076.6,670.2,224.2,2.39,0.98,21.87,51.6,0
5316.8,697.6,725.9,47.0,2.84,4.73,22.93,53.2,0
6367.4,1109.2,725.8,173.8,3.81,3.54,22.28,35.0,0
6712.0,1082.9,914.5,166.8,2.7,5.18,25.78,58.5,0
7061.4,786.9,635.2,236.2,2.31,1.99,16.41,35.8,0
7767.4,686.3,1098.2,139.9,4.64,2.52,22.25,48.4,0
6612.2,742.5,1080.1,210.5,0.71,6.69,28.46,34.2,0
3936.5,1332.9,986.2,15.7,0.3,5.64,26.29,47.9,0
5289.5,1174.9,859.7,38.3,0.84,0.2,25.07,43.4,0
10414.6,825.1,1056.2,89.6,4.16,0.2,22.33,42.9,0
7086.7,678.4,789.3,152.4,1.05,1.41,20.44,52.7,0
9553.9,823.4,690.6,113.3,1.09,2.53,20.92,51.4,0
8093.2,848.8,1111.8,56.6,2.48,6.35,20.38,51.0,0
6362.7,551.3,919.9,145.5,2.12,0.88,23.19,26.0,0
6452.1,816.0,699.5,140.3,0.43,5.84,23.85,44.6,0
5945.1,1064.5,758.1,130.6,1.76,3.06,14.89,57.2,0
3393.3,440.1,688.0,30.8,2.69,3.65,16.49,40.4,0
6027.1,965.3,1294.9,223.2,1.3,2.9,16.25,59.3,1
7816.0,1075.0,850.9,146.2,0.65,4.83,18.21,53.6,0
5100.5,687.9,884.7,70.7,0.88,6.48,19.72,41.2,0
6617.9,1138.8,1008.7,168.1,1.05,2.2,20.99,42.3,0
7277.4,661.9,582.6,83.1,0.66,6.77,21.98,26.5,0
4635.5,888.2,1091.2,126.3,2.46,6.12,23.21,45.2,0
5323.0,738.6,716.3,88.5,2.68,3.29,20.81,36.1,0
4473.1,738.6,1252.6,212.5,2.92,2.37,19.46,30.9,1
4766.8,676.5,781.2,238.6,2.64,7.51,16.65,58.6,0
4068.6,939.7,1078.3,47.1,3.29,3.31,17.88,37.8,0
4649.3,969.8,300.7,15.4,1.63,3.5,18.01,62.9,0
8129.2,787.1,591.5,60.4,0.74,5.05,23.1,28.8,0
4626.8,528.0,785.4,145.7,1.99,5.93,22.18,29.6,0
6189.7,880.6,403.2,50.0,1.06,7.37,20.93,48.9,0
5245.7,884.4,982.2,196.6,2.62,5.31,22.13,51.1,0
7768.3,756.7,918.9,104.0,1.24,4.37,19.25,64.1,0
7966.7,1173.4,632.0,150.4,3.24,4.58,17.73,39.0,0
7296.1,487.2,846.5,114.8,0.58,0.91,13.21,43.4,0
6459.2,356.5,1027.4,217.8,1.91,3.24,18.23,56.6,0
5653.4,653.8,387.3,18.1,2.33,1.55,13.79,42.0,0
4212.2,942.1,569.8,177.7,0.86,6.07,20.93,48.2,0
8915.3,588.8,776.3,160.0,2.61,2.38,15.94,29.3,0
4860.5,603.8,855.2,159.4,1.5,6.85,19.2,55.4,0
6995.5,990.2,837.1,105.2,0.44,2.8,19.04,72.5,0
7589.3,892.5,1045.6,13.6,1.79,2.32,11.09,38.0,0
5167.1,875.4,955.0,168.5,0.68,2.15,12.23,70.7,0
7557.0,956.3,1003.3,200.8,3.23,0.44,22.48,55.5,0
7146.3,715.0,544.2,29.6,1.08,1.91,20.28,54.1,0
8591.9,724.2,881.9,111.6,1.4,2.15,25.52,47.1,0
5296.0,962.0,782.4,47.4,1.03,6.47,22.02,46.3,0
4071.2,531.0,1171.7,150.5,1.04,3.27,17.88,49.8,0
5241.8,371.5,888.4,190.7,1.23,3.52,11.82,47.5,0
6313.3,713.3,702.8,163.3,0.95,2.99,23.17,24.0,0
6087.3,986.2,1037.6,83.2,0.3,6.59,25.71,47.4,0
5409.8,851.1,973.9,42.1,3.94,4.43,11.98,61.8,0
3136.2,971.5,669.2,192.7,1.55,1.7,20.55,50.9,0
6705.7,396.7,773.3,84.5,5.43,0.72,19.13,31.8,0
8958.5,863.1,777.1,15.1,0.72,2.7,11.26,41.6,0
6696.4,930.8,1120.0,141.4,2.21,7.03,14.92,56.7,0
6913.7,529.8,894.7,66.7,1.64,3.63,21.49,49.2,0
6858.7,972.4,1009.9,203.5,1.52,6.91,25.87,56.6,0
6595.6,777.7,741.5,42.9,2.46,8.3,20.4,49.9,0
7397.5,1414.3,923.7,110.0,0.33,8.88,20.24,56.0,0
6593.1,364.6,1136.7,68.2,2.48,3.19,19.6,50.9,0
5531.0,1073.8,770.6,168.6,1.07,1.89,22.53,47.5,0
4806.0,721.2,875.3,136.2,2.16,5.95,18.1,51.6,0
5626.5,476.6,550.1,191.9,0.68,1.24,20.93,23.0,0
6471.2,694.6,681.6,115.5,0.57,4.04,26.41,38.6,0
5525.9,855.5,776.4,11.1,2.07,1.76,15.66,52.9,0
6471.5,1007.5,616.6,59.5,4.24,2.94,20.55,30.0,0
6658.7,1144.4,1140.8,239.8,3.8,3.75,19.06,55.2,0
7249.8,1084.4,665.6,103.2,2.3,2.84,18.48,46.1,0
7924.2,606.9,1023.1,152.7,3.59,5.85,18.2,36.1,0
6117.0,1026.0,891.1,218.1,2.17,4.6,19.58,46.0,0
4038.3,878.3,856.8,14.7,3.53,1.56,19.35,35.7,0
5482.3,669.1,1177.0,161.7,1.46,1.78,17.77,52.0,0
6066.1,757.6,352.7,76.3,3.74,2.38,22.16,57.4,0
3246.3,658.0,806.8,74.2,1.21,7.24,18.59,44.5,0
8083.0,807.4,612.3,61.7,0.3,5.83,17.64,60.0,0
6213.6,654.1,418.5,199.2,4.24,0.2,16.84,52.4,0
6572.0,594.4,587.2,95.8,1.2,4.75,22.92,51.1,0
8048.3,895.8,853.8,25.4,3.21,10.28,14.09,50.5,0
5054.8,925.7,690.4,32.3,1.21,4.79,20.88,41.1,0
6861.1,762.5,1047.3,44.2,0.59,3.8,21.8,45.9,0
5835.2,1073.5,803.0,216.8,2.6,2.42,10.47,46.8,0
5723.9,747.9,778.6,108.3,1.51,1.51,16.76,45.7,0
4841.7,739.4,779.5,220.7,0.96,4.66,23.82,41.2,0
8498.4,932.1,828.3,198.0,1.38,0.2,28.16,42.0,0
5436.7,773.5,757.9,202.7,0.3,2.32,16.94,29.7,0
7049.2,817.0,662.7,76.0,0.3,3.92,16.41,34.2,0
3187.5,295.9,1067.6,72.4,2.16,6.77,17.12,41.1,0
7770.0,803.3,712.7,138.8,0.45,0.2,22.35,33.0,0
7578.3,434.6,765.6,106.1,3.91,2.9,20.36,48.5,0
6146.2,555.8,944.5,127.1,0.3,5.56,20.78,57.7,0
5659.6,532.9,920.1,22.2,3.11,3.51,23.2,40.6,0
6600.0,591.5,653.4,233.5,0.78,7.24,26.5,55.6,0
9433.2,690.2,1016.1,23.4,2.63,5.37,12.29,57.0,0
3355.1,702.7,968.3,51.1,0.95,1.98,22.59,32.6,0
7173.0,932.9,889.2,166.0,1.09,4.07,24.62,45.0,0
4632.6,844.5,755.1,45.8,1.34,1.98,22.41,32.4,0
5970.1,419.8,760.5,34.6,7.2,3.8,18.52,22.3,1
5628.2,816.7,805.6,45.3,1.25,4.44,24.85,49.0,0
5357.5,863.7,579.0,24.2,2.22,5.68,18.25,33.4,0
5984.3,734.3,841.4,67.8,0.97,4.52,20.91,26.5,0
4298.7,787.8,1046.3,72.4,1.25,1.04,15.35,46.4,0
7543.8,838.1,1042.8,124.7,1.0,0.2,19.3,41.1,0
3308.8,952.9,766.2,110.9,0.47,5.3,25.06,41.8,0
6809.6,485.0,1084.1,119.0,1.97,0.2,24.31,48.3,0
5510.2,751.1,1269.3,151.7,1.67,4.41,22.24,56.0,0
4243.6,1101.7,780.4,63.1,1.07,1.63,29.84,44.6,0
6303.6,1083.3,1002.1,41.0,1.62,3.91,23.48,50.0,0
3664.6,970.2,352.2,212.1,1.01,3.59,18.2,43.9,0
6059.6,907.4,573.2,155.8,1.35,4.72,21.26,40.9,0
3865.7,1130.9,870.0,24.0,4.37,3.97,20.74,50.0,0
6691.9,1183.6,628.5,231.0,0.93,5.65,17.38,36.7,0
4613.5,774.2,1298.6,169.4,1.63,4.59,20.19,42.5,0
5323.5,606.1,981.5,44.9,3.5,6.74,20.63,28.3,0
6440.9,745.9,1062.5,232.9,1.63,2.72,23.97,29.2,0
4841.2,1419.3,843.6,94.0,0.62,1.25,25.13,47.5,0
5913.1,486.1,629.3,236.4,2.8,4.61,14.96,54.3,0
3729.3,705.9,735.9,33.8,0.33,3.72,21.76,43.5,0
6946.3,517.5,906.0,46.8,5.09,4.89,21.05,46.1,0
8647.4,825.0,709.7,161.2,3.21,3.8,24.69,57.0,0
10188.3,559.5,997.7,15.1,1.26,6.52,17.64,47.8,0
6136.8,778.2,1006.5,14.3,1.56,5.14,18.81,50.9,0
7182.3,410.0,851.1,192.2,1.62,0.92,21.08,42.6,0
3329.1,923.5,448.4,48.6,1.82,2.95,21.22,43.0,0
8254.1,1044.5,1227.3,221.3,2.29,4.36,22.86,28.5,1
7164.3,723.2,803.2,108.0,2.12,2.95,24.37,62.3,0
5274.1,773.0,1446.0,210.9,0.44,2.43,19.14,51.7,0
7855.8,767.3,993.6,106.1,1.92,7.16,16.42,30.0,0
5618.3,836.2,803.8,132.0,2.22,5.86,16.22,44.6,0
5313.0,792.4,948.5,82.8,4.07,2.12,25.55,60.3,0
6713.0,953.6,405.8,161.4,1.57,6.21,16.06,41.5,0
4405.0,1046.6,1075.8,83.2,1.39,5.96,24.0,57.4,0
7532.4,637.2,1414.7,61.3,1.43,5.45,11.63,73.0,0
4416.0,738.1,390.4,28.6,1.42,0.2,22.5,44.3,0
4424.9,980.3,786.8,23.3,1.5,4.37,19.56,35.6,0
4635.5,515.7,826.8,80.4,0.82,1.52,23.19,32.2,0
7139.3,405.9,1042.6,179.4,1.61,3.49,19.07,54.3,0
5074.8,845.3,1313.3,57.3,1.34,6.81,19.55,45.3,0
3978.0,899.3,934.2,78.8,1.02,3.0,20.82,36.3,0
5091.5,655.5,1321.2,218.2,1.62,3.6,15.5,46.1,0
5951.9,684.3,887.5,157.0,2.48,0.46,20.58,46.1,0
4228.5,648.0,949.3,221.5,1.22,4.34,20.26,60.8,0
4272.5,626.6,922.2,219.6,2.22,7.5,26.66,59.6,0
9166.9,938.7,1118.5,24.6,1.63,9.18,23.57,37.3,0
4709.2,563.9,757.1,229.7,0.73,6.28,23.2,49.2,0
5515.4,746.9,1030.0,21.8,0.87,2.94,20.95,40.1,0
5449.1,618.9,579.2,222.9,3.56,5.17,23.33,37.3,0
5368.0,508.9,787.4,135.7,1.06,2.83,13.63,50.3,0
6932.0,974.0,709.9,132.6,4.12,4.4,23.64,41.7,0
7422.2,696.0,869.4,174.1,2.55,5.29,16.78,48.7,0
5541.1,837.7,780.5,212.2,2.13,0.56,14.92,35.3,0
4145.3,498.4,1099.1,151.9,2.82,5.91,19.54,58.0,0
7911.7,651.6,656.7,107.8,0.86,5.07,22.28,43.3,0
5857.0,951.2,469.1,35.7,2.38,2.13,30.85,30.2,0
8595.5,1317.5,551.4,191.5,5.13,0.2,11.9,52.2,0
2631.6,404.8,1068.7,39.5,1.02,4.51,17.65,58.4,0
6293.1,759.8,636.7,177.1,3.19,5.75,20.53,45.7,0
8877.9,882.5,937.5,131.4,1.38,3.17,17.73,50.3,0
5470.1,676.8,785.1,98.7,1.56,3.19,30.37,39.7,0
5661.8,969.9,1031.3,151.0,1.62,5.4,22.1,29.1,0
6443.3,626.7,799.2,187.6,0.4,2.41,19.23,49.0,0
5161.8,830.8,1458.2,226.5,0.39,5.72,15.02,45.1,0
5531.9,695.6,1267.6,70.9,2.54,3.31,17.58,52.0,0
5493.3,1043.9,780.7,227.8,0.97,4.57,22.93,38.5,0
5058.9,664.7,750.5,231.0,1.46,4.84,17.63,42.2,0
7843.3,729.6,1539.1,197.1,3.44,7.9,22.76,44.2,0
6691.6,989.1,612.7,212.7,1.03,4.69,22.17,48.5,0
6375.9,594.4,837.9,169.3,0.67,1.73,21.45,35.2,0
7212.9,813.8,854.9,19.0,3.01,2.67,22.32,49.9,0
5603.5,435.5,849.5,142.3,3.46,2.66,23.08,41.2,0
4838.7,582.4,467.5,181.9,1.63,5.29,19.65,33.6,0
5096.1,876.4,959.3,226.6,1.05,3.85,19.04,39.5,0
6002.7,601.9,636.5,141.2,2.79,3.98,19.53,40.0,0
4411.2,691.1,1165.9,192.7,1.77,6.97,14.39,49.1,0
5249.6,898.6,529.7,172.2,0.74,6.2,24.98,45.7,0
5225.8,684.2,863.1,74.6,1.39,3.28,13.84,57.2,0
9186.8,964.6,362.5,45.6,0.6,8.31,12.54,39.3,0
1839.3,843.1,376.0,182.7,1.5,9.64,27.09,48.7,0
5730.6,887.1,665.3,63.8,2.77,1.89,24.07,39.6,0
8588.5,1048.2,696.4,66.3,2.96,2.67,19.49,39.8,0
6182.8,864.0,1172.5,158.1,0.91,1.3,26.01,41.4,0
7130.1,1107.8,841.1,191.5,0.51,7.52,18.07,39.3,0
6149.7,982.3,1134.3,143.9,2.26,1.86,24.34,49.4,0
4999.0,695.3,766.4,213.5,1.0,2.75,18.8,51.1,0
2637.1,1058.6,983.3,58.6,2.09,9.99,22.19,36.1,0
6308.2,852.8,690.4,68.1,0.62,6.38,20.2,32.2,0
4836.6,721.1,675.4,156.5,1.67,3.34,13.71,51.9,0
4799.5,855.7,449.4,200.8,1.47,3.92,17.36,50.0,0
5251.5,1022.5,923.9,134.1,2.04,0.2,18.48,59.2,0
8617.3,891.0,907.7,12.4,0.95,3.84,21.06,40.5,0
9607.3,1164.5,1021.0,165.7,0.72,4.58,20.11,46.4,0
6325.8,1017.3,897.3,197.1,0.42,1.31,13.1,45.2,0
5302.8,904.6,1295.8,73.6,0.63,4.56,16.71,54.9,0
4234.2,594.8,888.7,22.5,2.09,9.13,25.09,52.9,0
6702.8,764.1,1068.2,129.1,1.04,7.68,18.82,43.7,0
8674.4,814.3,778.7,19.7,0.97,7.94,14.45,46.2,0
5629.0,939.3,650.1,105.7,2.91,3.26,24.1,43.7,0
2431.5,927.5,1007.9,14.1,1.64,3.03,19.17,24.3,0
7005.1,833.9,830.4,61.7,0.32,5.46,23.61,41.4,0
7478.1,824.1,1033.0,99.4,3.85,2.66,17.21,36.0,0
3621.2,944.1,927.6,35.7,0.52,5.77,16.72,35.0,0
6264.7,628.3,675.5,36.3,5.41,6.43,16.45,52.4,0
6676.8,1139.1,1086.4,200.2,2.53,9.48,20.5,34.9,0
5890.3,390.6,658.3,19.5,0.72,0.72,28.14,44.5,0
4813.8,1091.1,987.6,168.5,1.86,6.63,18.31,42.4,0
7523.9,791.0,1132.0,197.3,5.4,2.8,20.8,37.3,0
5394.9,1000.5,765.4,40.1,1.58,7.8,28.24,46.8,0
3772.2,872.8,1104.3,54.9,0.53,4.92,20.2,60.8,0
2925.8,869.2,937.5,157.5,2.02,4.37,15.68,33.4,0
7891.3,910.9,1037.4,82.6,1.05,6.4,19.7,60.3,0
6925.0,961.8,665.9,119.6,1.75,6.46,21.0,40.7,0
6132.0,734.2,897.1,202.3,0.58,3.08,15.86,68.4,0
5339.6,1007.0,540.2,41.7,0.78,4.27,18.24,42.1,0
5206.5,583.1,1226.5,152.5,1.51,2.52,16.81,44.4,0
4386.4,798.9,406.9,226.8,1.5,4.39,28.32,22.2,0
5352.8,967.2,772.0,23.2,3.16,6.36,14.76,57.8,0
2819.9,999.0,645.0,23.8,5.09,7.88,17.53,41.2,0
4895.9,892.2,998.4,137.6,0.53,0.2,13.88,38.8,0
5533.6,721.3,1273.3,230.8,1.11,6.88,16.91,53.8,1
6914.8,979.3,994.1,60.7,1.08,5.91,18.99,66.0,0
5940.1,666.1,1501.5,86.1,1.45,1.07,22.5,53.3,0
7192.4,1150.3,546.9,32.7,0.87,0.2,23.14,33.0,0
8023.7,783.1,563.7,93.3,0.33,4.06,18.04,40.7,0
7587.3,492.1,653.5,20.2,1.98,3.82,21.58,27.3,0
6705.8,561.1,876.7,99.5,1.99,4.15,11.75,51.8,0
6017.8,808.7,624.1,137.8,2.58,7.84,20.85,43.0,0
4528.8,828.0,684.6,234.3,4.37,0.23,17.82,43.3,0
7109.9,1193.9,986.5,198.2,1.99,1.21,19.24,50.7,0
8519.6,592.3,577.4,199.1,2.73,0.59,24.32,52.4,0
6513.2,807.9,600.7,62.5,4.81,6.92,18.88,37.0,0
8875.9,588.1,762.3,30.1,1.08,5.77,22.67,43.2,0
3711.6,701.5,783.0,148.7,1.09,4.41,12.37,27.2,0
4268.8,1136.8,1072.2,129.9,1.17,2.72,20.63,47.7,0
7282.8,572.7,651.9,128.8,3.07,3.5,26.71,45.2,0
6396.4,917.4,691.5,35.1,6.06,3.05,18.43,32.9,0
7970.7,878.6,978.0,123.6,1.27,5.57,15.64,29.3,0
5976.8,795.2,1026.3,44.6,1.6,8.8,23.04,46.8,0
4698.0,903.9,1164.3,107.1,1.51,1.26,22.81,40.2,0
5679.6,568.0,953.2,24.3,2.32,2.93,22.03,49.0,0
3701.0,1131.3,878.7,207.1,3.75,3.43,11.87,34.1,0
4307.1,1185.0,976.5,13.0,4.77,0.2,17.34,51.4,0
7458.7,809.4,791.2,226.0,1.4,6.2,16.87,45.7,0
7309.2,1284.6,789.6,208.5,0.87,4.21,19.21,39.5,0
6544.5,720.2,459.7,183.1,1.85,4.99,15.49,44.9,0
3418.4,880.1,1046.6,236.0,1.47,2.53,22.51,40.0,0
5462.4,1086.4,896.5,22.4,2.68,5.0,21.46,34.8,0
4162.5,708.2,1020.9,157.6,0.98,3.65,28.23,34.0,0
7764.8,523.7,230.5,205.3,0.84,4.18,22.42,63.6,0
5124.4,477.7,839.6,39.1,1.87,6.75,16.67,63.1,0
4371.4,1212.2,661.7,144.5,1.01,4.92,17.4,38.7,0
